code,neighborhood,category,city,state
20469,Mexiquito,Colonia,Cosío,Aguascalientes
20469,Coplamar,Colonia,Cosío,Aguascalientes
20469,Vista Hermosa,Colonia,Cosío,Aguascalientes
20470,Soledad de Abajo [Estación de Adames],Pueblo,Cosío,Aguascalientes
20470,Zacatequillas,Pueblo,Cosío,Aguascalientes
20470,Soledad de Arriba,Pueblo,Cosío,Aguascalientes
20472,El Durazno,Colonia,Cosío,Aguascalientes
20472,La Punta,Pueblo,Cosío,Aguascalientes
20472,La Esperanza (El Salerito),Ranchería,Cosío,Aguascalientes
20472,El Durazno,Ranchería,Cosío,Aguascalientes
20472,Los Nava,Rancho,Cosío,Aguascalientes
20476,El Salero,Pueblo,Cosío,Aguascalientes
20478,El Refugio de Agua Zarca,Pueblo,Cosío,Aguascalientes
20478,El Refugio de Providencia (Providencia),Pueblo,Cosío,Aguascalientes
20478,Guadalupito,Colonia,Cosío,Aguascalientes
20478,Santa María de la Paz,Pueblo,Cosío,Aguascalientes
20500,San José de Gracia,Pueblo,San José de Gracia,Aguascalientes
20500,El Jocoqui,Ranchería,San José de Gracia,Aguascalientes
20502,Cieneguita,Ranchería,San José de Gracia,Aguascalientes
20503,El Toril,Ranchería,San José de Gracia,Aguascalientes
20504,Santa Elena de la Cruz (Capadero),Colonia,San José de Gracia,Aguascalientes
20504,Las Amarillas,Ranchería,San José de Gracia,Aguascalientes
20508,Túnel de Potrerillo,Ranchería,San José de Gracia,Aguascalientes
20508,Tortugas,Ranchería,San José de Gracia,Aguascalientes
20508,Potrerillo,Ranchería,San José de Gracia,Aguascalientes
20510,Ciénega de Alcorcha,Ranchería,San José de Gracia,Aguascalientes
20516,Boca del Túnel de Potrerillo,Ranchería,San José de Gracia,Aguascalientes
20520,La Congoja,Ranchería,San José de Gracia,Aguascalientes
20534,El Cepo,Ranchería,San José de Gracia,Aguascalientes
20538,Antrialgo,Ranchería,San José de Gracia,Aguascalientes
20538,Sierra Hermosa (Los Alamitos),Ranchería,San José de Gracia,Aguascalientes
20540,Paredes,Ejido,San José de Gracia,Aguascalientes
20545,San Antonio de los Ríos,Ejido,San José de Gracia,Aguascalientes
20563,Guajolotes (Huijolotes),Ranchería,San José de Gracia,Aguascalientes
20563,Santa Rosa de Lima,Ranchería,San José de Gracia,Aguascalientes
20564,Rancho Viejo,Ranchería,San José de Gracia,Aguascalientes
20567,Potrero de los López,Ejido,San José de Gracia,Aguascalientes
20567,Paso del Sauz,Ranchería,San José de Gracia,Aguascalientes
20570,El Tecongo,Ranchería,San José de Gracia,Aguascalientes
20574,Estancia de San Marcos,Ranchería,San José de Gracia,Aguascalientes
20575,El Taray,Ranchería,San José de Gracia,Aguascalientes
20576,Club Náutico San José,Equipamiento,San José de Gracia,Aguascalientes
20600,Tepezalá Centro,Colonia,Tepezalá,Aguascalientes
20602,Cholula,Barrio,Tepezalá,Aguascalientes
20603,San Rafael,Colonia,Tepezalá,Aguascalientes
20604,Felipe González González,Colonia,Tepezalá,Aguascalientes
20607,Del Socorro,Barrio,Tepezalá,Aguascalientes
20607,Luis Ortega Douglas,Colonia,Tepezalá,Aguascalientes
20607,Los Arcos,Colonia,Tepezalá,Aguascalientes
20610,El Chayote,Ejido,Tepezalá,Aguascalientes
20610,El Barranco,Ejido,Tepezalá,Aguascalientes
20614,Los Alamitos,Ejido,Tepezalá,Aguascalientes
20614,Luz de San Antonio (La Luz),Ranchería,Tepezalá,Aguascalientes
20614,Ampliación los Hornos (el Lagunazo),Colonia,Tepezalá,Aguascalientes
20615,El Progreso (La Tira),Ranchería,Tepezalá,Aguascalientes
20615,El Porvenir,Ejido,Tepezalá,Aguascalientes
20615,El Carmen,Ranchería,Tepezalá,Aguascalientes
20616,San Antonio,Ejido,Tepezalá,Aguascalientes
20620,Mesillas,Ejido,Tepezalá,Aguascalientes
20622,Ojo de Agua de los Montes,Ejido,Tepezalá,Aguascalientes
20634,La Victoria,Ranchería,Tepezalá,Aguascalientes
20635,El Águila,Ejido,Tepezalá,Aguascalientes
20637,Los Tres Reyes,Ranchería,Tepezalá,Aguascalientes
20637,El Gigante,Ejido,Tepezalá,Aguascalientes
20650,Puerto de la Concepción,Ejido,Tepezalá,Aguascalientes
20656,Carboneras,Ejido,Tepezalá,Aguascalientes
20656,El Refugio,Ejido,Tepezalá,Aguascalientes
20657,Arroyo Hondo,Ejido,Tepezalá,Aguascalientes
20658,Berrendos,Rancho,Tepezalá,Aguascalientes
20658,El Tepozán,Ranchería,Tepezalá,Aguascalientes
20659,Caldera,Ejido,Tepezalá,Aguascalientes
20663,El Refugio,Ranchería,Pabellón de Arteaga,Aguascalientes
20663,El Gigante,Granja,Pabellón de Arteaga,Aguascalientes
20664,Nueva,Colonia,Pabellón de Arteaga,Aguascalientes
20665,Emiliano Zapata,Colonia,Pabellón de Arteaga,Aguascalientes
20665,El Pedernal Segundo,Ranchería,Pabellón de Arteaga,Aguascalientes
20665,San Agustín de los Puentes,Ranchería,Pabellón de Arteaga,Aguascalientes
20665,El Pilar,Granja,Pabellón de Arteaga,Aguascalientes
20665,Los Contreras,Ranchería,Pabellón de Arteaga,Aguascalientes
20666,El Garabato,Ranchería,Pabellón de Arteaga,Aguascalientes
20666,Campestre San Carlos,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20667,Santiago,Ejido,Pabellón de Arteaga,Aguascalientes
20667,El Canal,Ranchería,Pabellón de Arteaga,Aguascalientes
20668,El Pedregal,Ranchería,Pabellón de Arteaga,Aguascalientes
20668,El Milagro,Ranchería,Pabellón de Arteaga,Aguascalientes
20668,Puerta del Milagro,Ranchería,Pabellón de Arteaga,Aguascalientes
20668,San Luis de Letras,Ejido,Pabellón de Arteaga,Aguascalientes
20668,Miguel Alemán [Secadora],Ranchería,Pabellón de Arteaga,Aguascalientes
20668,Ampliación Ejido Garabato,Ranchería,Pabellón de Arteaga,Aguascalientes
20670,Pabellón de Arteaga Centro,Colonia,Pabellón de Arteaga,Aguascalientes
20673,FOVISSSTE,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20673,Jardines de Pabellón,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20673,Subdivisión Haciendas de Pabellón,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20673,Barrio Industrial,Colonia,Pabellón de Arteaga,Aguascalientes
20674,Francisco Villa,Colonia,Pabellón de Arteaga,Aguascalientes
20674,Villas de Pabellón,Colonia,Pabellón de Arteaga,Aguascalientes
20674,Trojes de San Pedro,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20675,Carboneras,Barrio,Pabellón de Arteaga,Aguascalientes
20675,Palo Alto,Barrio,Pabellón de Arteaga,Aguascalientes
20676,5 de Mayo,Colonia,Pabellón de Arteaga,Aguascalientes
20676,Cosmos,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20676,Popular,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20677,Plutarco Elías Calles,Colonia,Pabellón de Arteaga,Aguascalientes
20677,Progreso Sur,Colonia,Pabellón de Arteaga,Aguascalientes
20678,Bosques de Pabellón,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20678,Progreso Norte,Colonia,Pabellón de Arteaga,Aguascalientes
20678,Vergel del Valle,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20678,Valle del Vivero,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20678,Subdivisión Villa de Guadalupe,Colonia,Pabellón de Arteaga,Aguascalientes
20678,Valle del Vivero II,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20680,Las Ánimas,Rancho,Pabellón de Arteaga,Aguascalientes
20680,Las Ánimas,Pueblo,Pabellón de Arteaga,Aguascalientes
20680,Santa Isabel,Fraccionamiento,Pabellón de Arteaga,Aguascalientes
20683,El Mezquite (Ojo de Agua del Mezquite),Ejido,Pabellón de Arteaga,Aguascalientes
20683,El Mezquite,Colonia,Pabellón de Arteaga,Aguascalientes
20683,El Mezquite,Hacienda,Pabellón de Arteaga,Aguascalientes
20683,Los Lira,Ranchería,Pabellón de Arteaga,Aguascalientes
20684,Ojo Zarco,Colonia,Pabellón de Arteaga,Aguascalientes
20684,Ojo Zarco,Ranchería,Pabellón de Arteaga,Aguascalientes
20684,Ojo Zarco (La Loma),Ejido,Pabellón de Arteaga,Aguascalientes
20684,El Rayo,Colonia,Pabellón de Arteaga,Aguascalientes
20686,Gámez Orozco (Puerta de Carboneras),Colonia,Pabellón de Arteaga,Aguascalientes
20686,San Pedro,Ranchería,Pabellón de Arteaga,Aguascalientes
20687,El Cerrito,Ranchería,Pabellón de Arteaga,Aguascalientes
20700,Guadalupe,Colonia,Asientos,Aguascalientes
20700,Loma Bonita,Colonia,Asientos,Aguascalientes
20700,Agua Nueva,Colonia,Asientos,Aguascalientes
20700,Álamos,Colonia,Asientos,Aguascalientes
20700,La Sierra,Colonia,Asientos,Aguascalientes
20700,Arboledas,Colonia,Asientos,Aguascalientes
20700,El Tule,Pueblo,Asientos,Aguascalientes
20700,Villa Juárez Centro,Colonia,Asientos,Aguascalientes
20700,La Loma,Colonia,Asientos,Aguascalientes
20700,El Rascón,Colonia,Asientos,Aguascalientes
20704,Viudas de Poniente,Ejido,Asientos,Aguascalientes
20705,Charco Azul,Ejido,Asientos,Aguascalientes
20706,El Llavero,Ranchería,Asientos,Aguascalientes
20708,Amarillas de Esparza,Ejido,Asientos,Aguascalientes
20709,Jilotepec,Ejido,Asientos,Aguascalientes
20709,La Dichosa,Ejido,Asientos,Aguascalientes
20709,San Vicente,Ranchería,Asientos,Aguascalientes
20710,Asientos Centro,Colonia,Asientos,Aguascalientes
20710,Santa Cruz,Barrio,Asientos,Aguascalientes
20712,De Peñitas,Barrio,Asientos,Aguascalientes
20713,Los Tepetates,Barrio,Asientos,Aguascalientes
20713,Del CECYTE,Barrio,Asientos,Aguascalientes
20714,De Guadalupe,Barrio,Asientos,Aguascalientes
20715,INFONAVIT,Colonia,Asientos,Aguascalientes
20715,Del Tepozán,Barrio,Asientos,Aguascalientes
20715,Juventud,Barrio,Asientos,Aguascalientes
20717,Real Minero,Fraccionamiento,Asientos,Aguascalientes
20720,Guadalupe de Atlas,Ejido,Asientos,Aguascalientes
20720,Bimbaletes Aguascalientes (El Álamo),Ejido,Asientos,Aguascalientes
20720,Bimbaletes Atlas (Tanque de la Vieja),Ejido,Asientos,Aguascalientes
20720,Crisóstomos,Ejido,Asientos,Aguascalientes
20720,Estación San Gil,Paraje,Asientos,Aguascalientes
20720,La Divina Providencia,Ranchería,Asientos,Aguascalientes
20720,Alvarado,Rancho,Asientos,Aguascalientes
20720,Licenciado Adolfo López Mateos,Ranchería,Asientos,Aguascalientes
20720,Sociedad los Posada,Ranchería,Asientos,Aguascalientes
20720,Sector de Producción Número 3,Ranchería,Asientos,Aguascalientes
20720,Sector de Producción Número 2,Ranchería,Asientos,Aguascalientes
20721,Plutarco Elías Calles,Ranchería,Asientos,Aguascalientes
20722,Ciénega Grande,Ejido,Asientos,Aguascalientes
20723,Noria del Borrego (Norias),Ejido,Asientos,Aguascalientes
20723,Jarillas,Ejido,Asientos,Aguascalientes
20724,Gómez Portugal,Colonia,Asientos,Aguascalientes
20727,Pino Suárez (Rancho Viejo),Ranchería,Asientos,Aguascalientes
20729,Clavellinas,Ejido,Asientos,Aguascalientes
20730,Molinos,Ejido,Asientos,Aguascalientes
20734,Los Encinos,Ranchería,Asientos,Aguascalientes
20734,Lázaro Cárdenas,Colonia,Asientos,Aguascalientes
20736,La Gloria,Ejido,Asientos,Aguascalientes
20737,Santuario del Tepozán,Ranchería,Asientos,Aguascalientes
20739,La Soledad,Ranchería,Asientos,Aguascalientes
20739,San Pedro,Colonia,Asientos,Aguascalientes
20740,El Polvo,Ejido,Asientos,Aguascalientes
20741,Caldera,Ejido,Asientos,Aguascalientes
20742,Licenciado Adolfo López Mateos,Ejido,Asientos,Aguascalientes
20742,Charco Prieto (El Palomar),Ranchería,Asientos,Aguascalientes
20742,El Fénix,Ranchería,Asientos,Aguascalientes
20744,San Antonio de los Martínez,Ejido,Asientos,Aguascalientes
20746,Gorriones,Ejido,Asientos,Aguascalientes
20748,Ojo de Agua de Rosales,Ejido,Asientos,Aguascalientes
20749,Tepetatillo,Rancho,Asientos,Aguascalientes
20750,San José del Río,Ejido,Asientos,Aguascalientes
20768,El Águila [Rancho],Rancho,Asientos,Aguascalientes
20770,Emancipación (Borunda),Colonia,Asientos,Aguascalientes
20773,Tanque Viejo,Ejido,Asientos,Aguascalientes
20773,Las Adjuntas,Ejido,Asientos,Aguascalientes
20773,La Tinajuela,Barrio,Asientos,Aguascalientes
20780,San Rafael de Ocampo,Ranchería,Asientos,Aguascalientes
20780,San José del Tulillo,Ranchería,Asientos,Aguascalientes
20782,San Isidro,Ranchería,Asientos,Aguascalientes
20785,El Chonguillo,Rancho,Asientos,Aguascalientes
20790,Francisco Villa,Ranchería,Asientos,Aguascalientes
20795,La Esperanza,Ranchería,Asientos,Aguascalientes
20795,Ojo de Agua de los Sauces,Ejido,Asientos,Aguascalientes
20795,Pilotos,Ejido,Asientos,Aguascalientes
20796,Tanque de Guadalupe,Ejido,Asientos,Aguascalientes
20796,Las Joyas,Ranchería,Asientos,Aguascalientes
20796,El Epazote,Ranchería,Asientos,Aguascalientes
20796,Las Fraguas,Ejido,Asientos,Aguascalientes
20796,El Salitre,Ranchería,Asientos,Aguascalientes
20796,El Bajío de los Campos,Barrio,Asientos,Aguascalientes
20799,Las Negritas,Ejido,Asientos,Aguascalientes
20800,Calvillo Centro,Colonia,Calvillo,Aguascalientes
20802,El Mirador,Fraccionamiento,Calvillo,Aguascalientes
20802,Independencia,Fraccionamiento,Calvillo,Aguascalientes
20802,López Mateos,Colonia,Calvillo,Aguascalientes
20802,Las Paseras,Fraccionamiento,Calvillo,Aguascalientes
20802,Vista Hermosa,Fraccionamiento,Calvillo,Aguascalientes
20802,Campo Militar 14 CINE,Zona militar,Calvillo,Aguascalientes
20802,El Guayabo,Colonia,Calvillo,Aguascalientes
20802,Sección Benito Juárez,Colonia,Calvillo,Aguascalientes
20802,Sección Cerritos,Colonia,Calvillo,Aguascalientes
20802,Sección Loma de Fundadores,Colonia,Calvillo,Aguascalientes
20802,Vista Hermosa 2a. Sección,Fraccionamiento,Calvillo,Aguascalientes
20803,Lomas de Huejúcar,Colonia,Calvillo,Aguascalientes
20803,San Nicolás,Colonia,Calvillo,Aguascalientes
20803,San Rafael,Fraccionamiento,Calvillo,Aguascalientes
20803,Rincón de Baltazares,Fraccionamiento,Calvillo,Aguascalientes
20803,José Landeros,Fraccionamiento,Calvillo,Aguascalientes
20804,Ejidal,Colonia,Calvillo,Aguascalientes
20804,Liberal,Colonia,Calvillo,Aguascalientes
20804,Rincón de Baltazares,Colonia,Calvillo,Aguascalientes
20804,Valle de Santiago,Colonia,Calvillo,Aguascalientes
20804,Arroyo de Los Caballos,Colonia,Calvillo,Aguascalientes
20804,Del Carmen,Colonia,Calvillo,Aguascalientes
20804,Azteca,Colonia,Calvillo,Aguascalientes
20804,Morelos,Colonia,Calvillo,Aguascalientes
20805,Cerrito Alto,Colonia,Calvillo,Aguascalientes
20805,Emiliano Zapata,Colonia,Calvillo,Aguascalientes
20805,Las Flores,Colonia,Calvillo,Aguascalientes
20805,Martínez,Fraccionamiento,Calvillo,Aguascalientes
20805,Valle de Huejúcar,Colonia,Calvillo,Aguascalientes
20805,Los Angeles,Colonia,Calvillo,Aguascalientes
20805,Chicago,Barrio,Calvillo,Aguascalientes
20810,El Terrero de la Labor,Ranchería,Calvillo,Aguascalientes
20810,Palo Alto,Ranchería,Calvillo,Aguascalientes
20816,El Sauz de la Labor,Ranchería,Calvillo,Aguascalientes
20816,El Zapote de la Labor,Ranchería,Calvillo,Aguascalientes
20816,Las Cuevas de la Labor,Ranchería,Calvillo,Aguascalientes
20816,Las Rubias,Ranchería,Calvillo,Aguascalientes
20816,Piedras Chinas,Ranchería,Calvillo,Aguascalientes
20820,La Pochota,Ranchería,Calvillo,Aguascalientes
20820,El Jagüey,Ranchería,Calvillo,Aguascalientes
20820,El Mirador,Ranchería,Calvillo,Aguascalientes
20820,San Tadeo,Pueblo,Calvillo,Aguascalientes
20820,Jardines de San Isidro (Colonia Limón),Colonia,Calvillo,Aguascalientes
20820,Solidaridad,Fraccionamiento,Calvillo,Aguascalientes
20824,El Capulín,Ranchería,Calvillo,Aguascalientes
20824,Los Lazos,Ranchería,Calvillo,Aguascalientes
20824,Montoro,Ranchería,Calvillo,Aguascalientes
20830,Colomos,Ranchería,Calvillo,Aguascalientes
20830,Chiquihuitero (San Isidro),Ranchería,Calvillo,Aguascalientes
20830,La Panadera,Ranchería,Calvillo,Aguascalientes
20830,Las Víboras (Viborillas),Ranchería,Calvillo,Aguascalientes
20830,El Llano (El Llano de San Rafael),Ranchería,Calvillo,Aguascalientes
20830,Villas del Laurel,Fraccionamiento,Calvillo,Aguascalientes
20832,El Maguey,Ranchería,Calvillo,Aguascalientes
20832,El Sauz,Ranchería,Calvillo,Aguascalientes
20832,Río Gil,Ranchería,Calvillo,Aguascalientes
20834,Potrero de los López,Colonia,Calvillo,Aguascalientes
20834,Las Huertas,Colonia,Calvillo,Aguascalientes
20834,La Pila,Colonia,Calvillo,Aguascalientes
20834,La Alberca,Colonia,Calvillo,Aguascalientes
20834,La Españita,Colonia,Calvillo,Aguascalientes
20834,Los Baños,Colonia,Calvillo,Aguascalientes
20834,Los Esparza,Colonia,Calvillo,Aguascalientes
20834,La Placita,Colonia,Calvillo,Aguascalientes
20834,La Casa Grande,Colonia,Calvillo,Aguascalientes
20834,Azoteyita,Colonia,Calvillo,Aguascalientes
20834,Catana,Ranchería,Calvillo,Aguascalientes
20834,El Cuervero (Cuerveros),Pueblo,Calvillo,Aguascalientes
20834,Junta de los Ríos,Ranchería,Calvillo,Aguascalientes
20834,Malpaso,Pueblo,Calvillo,Aguascalientes
20834,Ojocaliente,Colonia,Calvillo,Aguascalientes
20834,Potrero de los López,Ranchería,Calvillo,Aguascalientes
20834,Río Gil de Arriba,Ranchería,Calvillo,Aguascalientes
20834,La Fortuna,Colonia,Calvillo,Aguascalientes
20834,Los Arcos,Colonia,Calvillo,Aguascalientes
20834,Magisterial,Colonia,Calvillo,Aguascalientes
20840,Los Mirasoles,Ranchería,Calvillo,Aguascalientes
20840,El Potrerito,Ranchería,Calvillo,Aguascalientes
20842,Las Joyas,Ranchería,Calvillo,Aguascalientes
20844,Chimaltitán,Ranchería,Calvillo,Aguascalientes
20844,San José de los Laureles,Ranchería,Calvillo,Aguascalientes
20844,Mesa de los Pozos (La Laguna),Ranchería,Calvillo,Aguascalientes
20850,Crucero las Pilas,Ranchería,Calvillo,Aguascalientes
20850,La Calixtina,Ranchería,Calvillo,Aguascalientes
20850,Las Moras,Ranchería,Calvillo,Aguascalientes
20850,Mesa Grande,Ranchería,Calvillo,Aguascalientes
20850,El Refugio (Las Praderas),Ranchería,Calvillo,Aguascalientes
20850,Tepezalilla de Abajo,Ranchería,Calvillo,Aguascalientes
20850,Pozo de los Artistas,Colonia,Calvillo,Aguascalientes
20852,Los Adobes,Ranchería,Calvillo,Aguascalientes
20852,Arroyo Ojocalientillo,Ranchería,Calvillo,Aguascalientes
20854,Parque Industrial Calvillo,Zona industrial,Calvillo,Aguascalientes
20854,El Tepetate de Arriba,Ranchería,Calvillo,Aguascalientes
20854,El Tepetate de Abajo,Ranchería,Calvillo,Aguascalientes
20854,Los Alisos,Ranchería,Calvillo,Aguascalientes
20854,Ojo de Agua,Ranchería,Calvillo,Aguascalientes
20854,El Garruño,Ranchería,Calvillo,Aguascalientes
20854,El Taray,Colonia,Calvillo,Aguascalientes
20856,Barranca del Roble,Ranchería,Calvillo,Aguascalientes
20856,El Güencho,Ranchería,Calvillo,Aguascalientes
20856,Jaltiche de Arriba,Ranchería,Calvillo,Aguascalientes
20856,Mesa del Roble,Ranchería,Calvillo,Aguascalientes
20860,Cerro Blanco,Ranchería,Calvillo,Aguascalientes
20860,El Salitre,Ranchería,Calvillo,Aguascalientes
20860,Las Ánimas,Ranchería,Calvillo,Aguascalientes
20860,Las Pilas,Ranchería,Calvillo,Aguascalientes
20860,Michoacanejo,Ranchería,Calvillo,Aguascalientes
20862,Salitrillo,Ranchería,Calvillo,Aguascalientes
20862,Jaltiche de Abajo,Ranchería,Calvillo,Aguascalientes
20862,La Fragua,Ranchería,Calvillo,Aguascalientes
20862,La Media Luna,Ranchería,Calvillo,Aguascalientes
20862,La Rinconada,Ranchería,Calvillo,Aguascalientes
20862,Las Tinajas,Ranchería,Calvillo,Aguascalientes
20864,El Caracol,Ranchería,Calvillo,Aguascalientes
20864,El Terrero del Refugio,Ranchería,Calvillo,Aguascalientes
20864,Presa de los Serna,Ranchería,Calvillo,Aguascalientes
20870,El Papantón,Ranchería,Calvillo,Aguascalientes
20870,El Rodeo,Ranchería,Calvillo,Aguascalientes
20870,La Teresa,Ranchería,Calvillo,Aguascalientes
20870,Los Patos,Ranchería,Calvillo,Aguascalientes
20870,Mezquitillos,Ranchería,Calvillo,Aguascalientes
20870,Peña Blanca,Ranchería,Calvillo,Aguascalientes
20870,San José,Ranchería,Calvillo,Aguascalientes
20870,Santos,Ranchería,Calvillo,Aguascalientes
20870,Vaquerías,Ranchería,Calvillo,Aguascalientes
20872,Barranca de Portales,Ranchería,Calvillo,Aguascalientes
20872,El Tigre,Ranchería,Calvillo,Aguascalientes
20872,Miguel Hidalgo (El Huarache),Ranchería,Calvillo,Aguascalientes
20874,El Ocote [Banco de Tierra],Ranchería,Calvillo,Aguascalientes
20874,El Tepalcate,Ranchería,Calvillo,Aguascalientes
20874,La Joya,Ranchería,Calvillo,Aguascalientes
20874,Las Trojes,Ranchería,Calvillo,Aguascalientes
20874,Tanque de los Serna,Ranchería,Calvillo,Aguascalientes
20880,La Labor,Hacienda,Calvillo,Aguascalientes
20880,La Primavera,Ranchería,Calvillo,Aguascalientes
20880,Presa Ordeña Vieja,Ranchería,Calvillo,Aguascalientes
20880,Temazcal,Ranchería,Calvillo,Aguascalientes
20880,Paredes,Ranchería,Calvillo,Aguascalientes
20880,La Hiedra,Ranchería,Calvillo,Aguascalientes
20880,Ventanillas,Ranchería,Calvillo,Aguascalientes
20880,El Salitrillo,Ranchería,Calvillo,Aguascalientes
20882,El Jaralito,Ranchería,Calvillo,Aguascalientes
20882,El Tepozán,Ranchería,Calvillo,Aguascalientes
20882,Manguillas,Ranchería,Calvillo,Aguascalientes
20884,La Ciénega,Ranchería,Calvillo,Aguascalientes
20884,Presa de los Bajíos,Ranchería,Calvillo,Aguascalientes
20890,Puerta de Fragua (Presa la Codorniz),Ranchería,Calvillo,Aguascalientes
20900,Santo Domingo,Condominio,Jesús María,Aguascalientes
20900,Puerta Norte,Condominio,Jesús María,Aguascalientes
20900,Residencial Misión de San José,Fraccionamiento,Jesús María,Aguascalientes
20900,Residencial Campestre Ingles,Fraccionamiento,Jesús María,Aguascalientes
20900,Camino Real,Fraccionamiento,Jesús María,Aguascalientes
20900,Corral de Barrancos,Colonia,Jesús María,Aguascalientes
20900,Maravillas,Colonia,Jesús María,Aguascalientes
20900,Los Olivos,Fraccionamiento,Jesús María,Aguascalientes
20900,Rinconada Maravillas,Fraccionamiento,Jesús María,Aguascalientes
20900,Residencial Villa Campestre,Fraccionamiento,Jesús María,Aguascalientes
20900,Valle Escondido,Fraccionamiento,Jesús María,Aguascalientes
20900,Las Pérgolas,Fraccionamiento,Jesús María,Aguascalientes
20900,La Nogalera,Fraccionamiento,Jesús María,Aguascalientes
20901,El Maguey,Colonia,Jesús María,Aguascalientes
20901,Las Jaulas,Colonia,Jesús María,Aguascalientes
20901,La Loma de Valladolid,Colonia,Jesús María,Aguascalientes
20901,La Chaveña,Ranchería,Jesús María,Aguascalientes
20903,Villas de Montecassino,Fraccionamiento,Jesús María,Aguascalientes
20903,Residencial Santa Paulina,Fraccionamiento,Jesús María,Aguascalientes
20903,Margaritas,Ranchería,Jesús María,Aguascalientes
20903,La Florida,Ranchería,Jesús María,Aguascalientes
20904,El Barreno,Colonia,Jesús María,Aguascalientes
20904,Los Ramírez,Ranchería,Jesús María,Aguascalientes
20904,Los Vázquez,Ranchería,Jesús María,Aguascalientes
20905,Miravalle,Colonia,Jesús María,Aguascalientes
20905,Paso Blanco,Colonia,Jesús María,Aguascalientes
20905,Los Arenales,Ranchería,Jesús María,Aguascalientes
20905,La Lomita de Paso Blanco (Las Canoas),Colonia,Jesús María,Aguascalientes
20905,Los Sauces,Ranchería,Jesús María,Aguascalientes
20907,Viñedos Casa Leal,Ranchería,Jesús María,Aguascalientes
20907,Santa Elena,Fraccionamiento,Jesús María,Aguascalientes
20907,Viñedos Frutilandia,Ranchería,Jesús María,Aguascalientes
20907,Paseos de Aguascalientes,Colonia,Jesús María,Aguascalientes
20907,Arboledas de Paso Blanco,Fraccionamiento,Jesús María,Aguascalientes
20907,Centro Distribuidor de Básicos Viñedos San Marcos,Zona comercial,Jesús María,Aguascalientes
20907,Paseos del Country,Condominio,Jesús María,Aguascalientes
20907,Residencial Campo Real,Fraccionamiento,Jesús María,Aguascalientes
20907,Jardines de Campo Real,Fraccionamiento,Jesús María,Aguascalientes
20908,Mayorazgo San Cristóbal,Condominio,Jesús María,Aguascalientes
20908,Belmondo,Condominio,Jesús María,Aguascalientes
20908,Residencial Marcellana,Fraccionamiento,Jesús María,Aguascalientes
20908,Rinconada Cuauhtémoc,Fraccionamiento,Jesús María,Aguascalientes
20908,Catania Spazio,Fraccionamiento,Jesús María,Aguascalientes
20908,Punta Norte,Condominio,Jesús María,Aguascalientes
20908,Los Gavilanes,Ranchería,Jesús María,Aguascalientes
20908,Nura,Condominio,Jesús María,Aguascalientes
20908,Santa Isabel Tola,Fraccionamiento,Jesús María,Aguascalientes
20908,Bosques de los Ciprés,Condominio,Jesús María,Aguascalientes
20908,Bosques del Paraíso I,Fraccionamiento,Jesús María,Aguascalientes
20908,Bosques del Paraíso II,Fraccionamiento,Jesús María,Aguascalientes
20908,Augusta,Condominio,Jesús María,Aguascalientes
20908,Bosques del Paraíso VI,Fraccionamiento,Jesús María,Aguascalientes
20908,Bosques del Paraíso III,Fraccionamiento,Jesús María,Aguascalientes
20908,Bosques del Paraíso IV,Fraccionamiento,Jesús María,Aguascalientes
20908,Vivanta,Condominio,Jesús María,Aguascalientes
20908,Tepetates,Colonia,Jesús María,Aguascalientes
20908,Trojes de San Cristóbal,Fraccionamiento,Jesús María,Aguascalientes
20908,Quintas de Monticello,Fraccionamiento,Jesús María,Aguascalientes
20908,Viña Antigua,Fraccionamiento,Jesús María,Aguascalientes
20908,Villas del Molino,Fraccionamiento,Jesús María,Aguascalientes
20908,Porta Real,Condominio,Jesús María,Aguascalientes
20908,Residencial Cedros,Fraccionamiento,Jesús María,Aguascalientes
20908,Rancho San Miguel Residencial,Fraccionamiento,Jesús María,Aguascalientes
20908,Alcázar Residencial,Fraccionamiento,Jesús María,Aguascalientes
20908,Reserva San Cristóbal,Fraccionamiento,Jesús María,Aguascalientes
20908,La Arborada,Fraccionamiento,Jesús María,Aguascalientes
20908,Privanza de Gratamira,Fraccionamiento,Jesús María,Aguascalientes
20908,Tierraverde (Habitat Gran Clase),Fraccionamiento,Jesús María,Aguascalientes
20908,Andares,Fraccionamiento,Jesús María,Aguascalientes
20909,INFONAVIT Margaritas,Fraccionamiento,Jesús María,Aguascalientes
20909,Villas del Sol,Fraccionamiento,Jesús María,Aguascalientes
20909,Valle de Margaritas,Fraccionamiento,Jesús María,Aguascalientes
20909,Saturnino Herran,Colonia,Jesús María,Aguascalientes
20909,Los Vázquez,Colonia,Jesús María,Aguascalientes
