code,neighborhood,category,city,state
20909,Santa Fe Tecnopark,Zona industrial,Jesús María,Aguascalientes
20909,Alea Park,Zona industrial,Jesús María,Aguascalientes
20909,Jesús Gómez Portugal (Margaritas),Pueblo,Jesús María,Aguascalientes
20909,El Zapato,Ranchería,Jesús María,Aguascalientes
20909,Paseos Gómez Portugal,Fraccionamiento,Jesús María,Aguascalientes
20909,La Guayana (Rancho Seco),Ejido,Jesús María,Aguascalientes
20909,Paso de Argenta,Fraccionamiento,Jesús María,Aguascalientes
20910,San Antonio de los Horcones,Colonia,Jesús María,Aguascalientes
20910,Brownsville,Colonia,Jesús María,Aguascalientes
20913,Valladolid,Pueblo,Jesús María,Aguascalientes
20913,El Refugio,Ejido,Jesús María,Aguascalientes
20913,El Aurero,Ranchería,Jesús María,Aguascalientes
20913,Villas de Guadalupe (La Malobra),Colonia,Jesús María,Aguascalientes
20913,El Cenizo,Colonia,Jesús María,Aguascalientes
20914,La Granjita (Los Palillos),Ranchería,Jesús María,Aguascalientes
20916,Parque Industrial Chichimeco,Zona industrial,Jesús María,Aguascalientes
20916,El Chichimeco,Hacienda,Jesús María,Aguascalientes
20916,Paseos de las Haciendas,Fraccionamiento,Jesús María,Aguascalientes
20916,Cartuja Residencial,Fraccionamiento,Jesús María,Aguascalientes
20917,Pedernal Segundo,Ranchería,Jesús María,Aguascalientes
20920,Jesús María Centro,Colonia,Jesús María,Aguascalientes
20922,Bellavista,Colonia,Jesús María,Aguascalientes
20922,La Troje,Fraccionamiento,Jesús María,Aguascalientes
20922,El Calvario,Colonia,Jesús María,Aguascalientes
20922,La Escalera,Colonia,Jesús María,Aguascalientes
20923,Rinconada Jesús María,Fraccionamiento,Jesús María,Aguascalientes
20923,Real Campestre,Fraccionamiento,Jesús María,Aguascalientes
20923,La Villa Residencial,Fraccionamiento,Jesús María,Aguascalientes
20923,Los Álamos,Condominio,Jesús María,Aguascalientes
20923,La Misión,Fraccionamiento,Jesús María,Aguascalientes
20923,Flores Magón,Colonia,Jesús María,Aguascalientes
20923,La Cardona,Colonia,Jesús María,Aguascalientes
20923,La Cuesta,Fraccionamiento,Jesús María,Aguascalientes
20923,Los Arroyitos,Colonia,Jesús María,Aguascalientes
20923,San Miguelito,Colonia,Jesús María,Aguascalientes
20923,Rinconada San Miguelito,Fraccionamiento,Jesús María,Aguascalientes
20923,Ruiseñores,Condominio,Jesús María,Aguascalientes
20923,Residencial Jesús María,Fraccionamiento,Jesús María,Aguascalientes
20924,Cielo Claro,Colonia,Jesús María,Aguascalientes
20924,Agua Clara,Fraccionamiento,Jesús María,Aguascalientes
20924,Jacarandas,Colonia,Jesús María,Aguascalientes
20924,Deportiva,Colonia,Jesús María,Aguascalientes
20924,Rancho San Pedro,Fraccionamiento,Jesús María,Aguascalientes
20924,Palma Dorada,Fraccionamiento,Jesús María,Aguascalientes
20925,Arroyo del Bosque,Fraccionamiento,Jesús María,Aguascalientes
20925,Misantla,Fraccionamiento,Jesús María,Aguascalientes
20925,Villas Tec,Fraccionamiento,Jesús María,Aguascalientes
20925,Agua Zarca,Fraccionamiento,Jesús María,Aguascalientes
20925,Benigno Chávez,Fraccionamiento,Jesús María,Aguascalientes
20925,Lomas de Jesús María,Colonia,Jesús María,Aguascalientes
20925,Vistas del Sáuz,Colonia,Jesús María,Aguascalientes
20925,Puerta Grande,Condominio,Jesús María,Aguascalientes
20926,Rincón del Pilar,Fraccionamiento,Jesús María,Aguascalientes
20926,La Palma,Fraccionamiento,Jesús María,Aguascalientes
20926,Quintas Miguel Jerónimo,Fraccionamiento,Jesús María,Aguascalientes
20926,Las Palmas,Colonia,Jesús María,Aguascalientes
20926,Arboledas,Colonia,Jesús María,Aguascalientes
20926,Chicahuales,Colonia,Jesús María,Aguascalientes
20926,Lomas del Valle,Colonia,Jesús María,Aguascalientes
20926,Martínez Andrade,Colonia,Jesús María,Aguascalientes
20926,Solidaridad,Fraccionamiento,Jesús María,Aguascalientes
20926,Vista Hermosa,Colonia,Jesús María,Aguascalientes
20926,Manantiales del Pinar,Fraccionamiento,Jesús María,Aguascalientes
20926,La Loma,Fraccionamiento,Jesús María,Aguascalientes
20926,La Piedra,Condominio,Jesús María,Aguascalientes
20926,Lomas de los Vergeles,Fraccionamiento,Jesús María,Aguascalientes
20926,Rinconada Bugambilias,Condominio,Jesús María,Aguascalientes
20926,Misión de Santa María,Condominio,Jesús María,Aguascalientes
20926,Yalta Campestre,Condominio,Jesús María,Aguascalientes
20926,Residencial Tres Arroyos,Fraccionamiento,Jesús María,Aguascalientes
20926,Mirabrujas,Fraccionamiento,Jesús María,Aguascalientes
20926,Tulipanes Residencial,Fraccionamiento,Jesús María,Aguascalientes
20927,Ayuntamiento,Fraccionamiento,Jesús María,Aguascalientes
20927,La Cañada,Colonia,Jesús María,Aguascalientes
20927,Ampliación La Cañada,Colonia,Jesús María,Aguascalientes
20927,Ojos de Agua,Colonia,Jesús María,Aguascalientes
20928,Luis Donaldo Colosio,Colonia,Jesús María,Aguascalientes
20928,Ejidal,Fraccionamiento,Jesús María,Aguascalientes
20928,El Torito,Colonia,Jesús María,Aguascalientes
20928,Las Palmas,Colonia,Jesús María,Aguascalientes
20928,Plan Benito Juárez,Fraccionamiento,Jesús María,Aguascalientes
20928,El Mezquital,Fraccionamiento,Jesús María,Aguascalientes
20928,El Chaveño,Colonia,Jesús María,Aguascalientes
20928,Buenavista,Fraccionamiento,Jesús María,Aguascalientes
20928,Solar de Jonacatique,Colonia,Jesús María,Aguascalientes
20933,Unión de Ladrilleros,Colonia,Jesús María,Aguascalientes
20934,San Lorenzo,Hacienda,Jesús María,Aguascalientes
20943,Los Muñoz,Ranchería,Jesús María,Aguascalientes
20943,Milpillas de Abajo,Ejido,Jesús María,Aguascalientes
20943,Ex-hacienda de Milpillas,Ejido,Jesús María,Aguascalientes
20947,Gracias a Dios,Ejido,Jesús María,Aguascalientes
20947,El Zapote,Ranchería,Jesús María,Aguascalientes
20953,Cañada el Rodeo,Ranchería,Jesús María,Aguascalientes
20954,El Conejo (Puerta del Llano),Ranchería,Jesús María,Aguascalientes
20955,La Mesa del Contadero (El Contadero),Ranchería,Jesús María,Aguascalientes
20955,San Rafael,Ranchería,Jesús María,Aguascalientes
20956,Piedras Negras,Ranchería,Jesús María,Aguascalientes
20957,Pedernal Primero,Ranchería,Jesús María,Aguascalientes
20957,El Rincón de la Virgen (El Rincón),Ranchería,Jesús María,Aguascalientes
20957,Lomas de San Isidro,Ranchería,Jesús María,Aguascalientes
20970,Tapias Viejas,Ejido,Jesús María,Aguascalientes
20970,Puente de Villalpando (El Puente),Ranchería,Jesús María,Aguascalientes
20974,Puentes Cuates,Ranchería,Jesús María,Aguascalientes
20983,Real del Molino,Fraccionamiento,Jesús María,Aguascalientes
20983,Mezquital del Country,Fraccionamiento,Jesús María,Aguascalientes
20983,El Llano,Colonia,Jesús María,Aguascalientes
20983,Trojes del Pedregal,Fraccionamiento,Jesús María,Aguascalientes
20983,Residencial Trojes del Norte,Fraccionamiento,Jesús María,Aguascalientes
20983,Residencial Trojes del Norte II,Fraccionamiento,Jesús María,Aguascalientes
20983,Residencial Antiguo Country,Condominio,Jesús María,Aguascalientes
20984,Villa Natty Residencial,Fraccionamiento,Jesús María,Aguascalientes
20984,Andrea,Condominio,Jesús María,Aguascalientes
20984,Providencia,Colonia,Jesús María,Aguascalientes
20990,General Ignacio Zaragoza (Venadero),Pueblo,Jesús María,Aguascalientes
20990,Buenavista,Ranchería,Jesús María,Aguascalientes
20994,Cieneguitas,Pueblo,Jesús María,Aguascalientes
20994,Villas de Montegrande,Colonia,Jesús María,Aguascalientes
20994,La Tomatina,Ejido,Jesús María,Aguascalientes
20995,Agua Zarca,Ranchería,Jesús María,Aguascalientes
20996,Jesús María,Ejido,Jesús María,Aguascalientes
20996,Los Arquitos,Ejido,Jesús María,Aguascalientes
20996,La Primavera,Colonia,Jesús María,Aguascalientes
20997,El Chacho,Pueblo,Jesús María,Aguascalientes
20997,Ruscello,Condominio,Jesús María,Aguascalientes
20997,Q Campestre Residencial,Condominio,Jesús María,Aguascalientes
